;2620
旅游英语、旅游日语;3757
消防工程（学制4年）;2271
生产过程自动化技术;1381
水利工程（省级精品专业）;6797
信息管理与信息系统(网络商务与物流外包方向);5441
物业管理方面;306
学前教育专业;2103
数控技术（数控加工技师方向）;4033
　　　投资理财（金融与保险实务方向）;7966
旅游服务与管理专业;5228
电子商务技术;753
电气工程及其自动化专业（卓越班）;7235
麻醉学;348
化学类(中外);3534
应用英语（国际服务外包方向）;7717
语文教育（２年制）;2341
养老产业管理与服务;5492
艺术设计（本科、文理兼收）;4883
刑事侦查技术专业;6719
家具卖场设计与管理;2693
信息管理信息系统;892
法学（法务会计）;4785
钢琴伴奏;1814
世界史（国际班，国家历史学科人才培养和科;553
人力资源管理类;3382
汉语言文学（对外汉语方向）;3903
材料工程技术（理工类）;4857
英语（师范）;3845
软件技术(3+2高职本科分段培养);4225
建筑设备工程技术;1369
计算机应用（室内设计方向）;7646
国际经济与贸易（中德合作）;3438
建筑学专业;1502
生物科学(免费师范);8008
涉外旅游（韩语方向）;4913
应用化工技术（油气储运技术）;7742
临床医学(专科);6341
化学及环境科学;8297
港口航道与海洋工程;5279
税收学（国际税收方向）;3582
营销与策划（中央财政专项支持、省级特色专业）;4576
保险实务（文理兼招）;4669
数学与应用数学专业;1526
管理科学与工程类(中外合作办学);3855
应用电子技术(通信技术方向);7695
制药工程;266
汽车检测与维修技术(省级特色专业、中央财政重点支持专业);5668
景观雕塑;8614
会计(注册会计师);720
计算机应用技术（BTEC商务信息技术方向）;7350
工程地质勘察;2732
输电线路工程;6276
教育技术学（二批）;5379
国际贸易实务（海关报关方向）专业;3274
物流管理（铁道运输方向）;6033
柬埔寨语;7894
艺术设计（环境艺术设计等方向）;2012
应用电子技术（集成电路设计技术方向）;7644
计算机多媒体技术【广告设计与制作方向】;4925
船舶工程技术(船机工程);4042
英语（文化翻译方向);1937
会计学专业（文理兼招）;8554
机械设计制造及其自动化（汽车工程）[中美合作];3457
应用英语（经贸方向）;7698
投资与理财;777
舞蹈表演（舞蹈编导方向）;7986
核动力工程;6584
材料成型及控制工程（模具设计与制造方向）;2042
机械电子工程（流体传动与控制）;9197
行政管理（国际化人才培养创新试验点）;582
集成电路设计与集成系统(嵌入式方向);8460
国际经济与贸易专业（贸易与金融方向）;655
【信息网络安全监察】理科;4824
老挝语专业（非师范，文理兼招）;8972
服装与服饰设计（服装设计与表演方向）;2028
化学工程与工艺（本科，文理兼收）;8115
管道工程施工;1397
汽车维修工程教育;1287
计算机信息管理（旅游信息管理方向）;1900
体育经济;318
电气工程及其自动化专业“卓越工程师教育培养计划”;5248
建筑工程技术（原工业与民用建筑）;3332
景观艺术;7699
服装设计与工程专业;2633
材料科学与工程（无机非金属材料科学与工程）;6902
政治学类;5259
电子信息工程（通信技术）;3919
油气储运工程;225
铁道与城市轨道工程;8430
环境艺术设计（城市园林与景观设计）;7513
网络工程(网络系统集成方向);8465
预科部;6374
港口物流设备与自动控制;1361
材料成型及控制工程（模具CAD/CAM）;3456
会计电算化专业（专科、含对口）;5897
计算机科学与技术（沈阳东鹏嵌入式）;2978
广告设计与制作（艺术与非艺术类）;6509
石油工程专业简介;7239
应用英语（外贸英语和商务英语两个方向）;7383
市场营销专科（汽车营销方向）;803
会计学（含国防生20人）;6915
网络工程(国防生,限招男生);7101
法学（卓越法律班）;6923
房地产经营与估价(智能物业管理方向);4407
计算机应用技术专业（专科）;5740
食品科学与工程（食品资源开发，本科，理工类）;8133
应用化工技术(辽宁省试点);2481
生物技术与应用（古井班）;4494
期货与金融;5340
网络工程(网络系统开发与管理);5446
电子信息工程（汽车电子技术）;3925
商务英语（涉外贸易方向）;6806
软件工程（大数据方向）;5807
数字出版;3627
口腔医学专业;2566
国际管理;3753
计算机类专业;1516
旅游管理（原旅游服务与管理）;4911
美术学(免费师范);8016
护理(老年护理方向);2054
汽车技术服务与营销(汽车营销策划与管理);7393
护理（ICU方向）;6027
环境艺术设计专业;6697
商业策划与广告;8622
机械工程及自动化（机械电子工程）;3784
地质勘查工程;9111
资源环境与城市管理（环境监察）;1989
护理学（麻醉护理）;3884
　　英语（国际商务英语方向）（四年制本科）;9326
工商企业管理（含国外留学班）;1872
市场营销(电子商务方向);5803
主持与播音艺术;5026
艺术设计（环境艺术）;1935
电子信息工程技术（信号方向）;6031
编辑出版学;85
会计(注册会计师、施工会计、信息管理技术);4162
人力资源管理（2015新增）;6890
海洋科学;890
仪器仪表;891
广告与包装设计方向;7809
工程招标采购与投标;8239
旅游与酒店管理;3031
【会计电算化】（文理兼招）、【会计】（文理兼招）;3090
中国舞表演;1809
园林技术（庭院绿化）;4105
计算机多媒体技术（数字媒体、动画设计）;1952
音乐表演（声乐/钢琴/器乐）;6240
计算机软件开发（本科）;5046
英语（外贸）（本科）　;7223
会计学（财务信息化）;7016
酒店管理（中职班）;6361
老挝语;339
市场营销（中日合作交流班，日语）;1028
数学与应用数学（师范，招收理工类考生）;8956
会计学（注册税务师）;7118
数控技术(省级特色专业、中央财政重点支持专业);5670
财政学（国有资产管理方向）;1477
装饰艺术设计(室内软装方向);5571
护理类;6197
酒店管理（中澳合作）;3542
轻工纺织食品类（中外）;5788
会计专业（税务筹划方向）;3643
中药;1404
音乐教育（师范）;4289
海洋技术;1254
计算机应用技术（多媒体）;7560
食品科学与工程（食品营养）;472
会计(注册会计师方向);3255
市场营销（文理兼收）;4871
航空旅游;5153
国际商务（含航空服务方向）;5580
国际酒店管理;1093
表演艺术（声乐方向）;794
侦查学（经济犯罪侦查）;3935
（电子产品营销与策划）;7626
中德合作职教与人力资源开发专业(研究生);1126
网络工程（网络管理方向）;7863
五年制本科口腔医学专业;539
新闻学(网络新闻学方向);4700
工业与民用建筑;944
轻化工程（染整工程方向）;9115
应用电子技术教育专业;8942
护理（英国科特布里奇学院合作）;5963
护理(健康管理);3701
会计电算化―?示范;7523
旅游管理（中外合作办学）;3298
环境设计（景观设计）;4789
应用化工技术（食品添加剂方向）;4080
出版与电脑编辑技术;3629
麻醉学（体外循环灌注）;3877
戏剧影视美术设计（化妆美容设计）;5456
物业管理（专科）;5039
计算机科学与技术（网络应用技术）;8982
平面艺术;8623
核物理;107
　　水利水电建筑工程;5564
外国语言文学(外国军事);9167
计算机网络技术（金融网技术方向）;1750
材料成型及控制工程（焊接方向）;2044
飞机维修（发动机附件修理方向）;6691
会计（注册会计师方向）（620203）;5115
生物科学基地班;6138
司法鉴定技术;2899
民族歌剧?;6024
计算机信息系统;2841
图形图像制作（计算机仿真技术）;7738
报关与报检;7788
金融管理与实务;410
电子商务（旅游方向）;3288
医学检验技术本科;7091
地球信息科学与技术专业（地质类）;5751
计算机应用技术（多媒体技术方向）;7427
护理专业（专科）;5731
绘画标准;9350
航空物流;3762
侦察与特种兵指挥;2623
中英合作会计学专业(本科);1124
雕刻艺术与家具设计（家具设计）;7370
装潢艺术设计;1528
木材科学与工程（含家具设计方向、木结构建筑方向）（学制4年）;2219
经济学（卫生经济）本科;7072
软件工程+道路与铁道工程;4723
应用电子技术(电子技术方向);7406
电子商务(电子商务管理);7140
油田应用化学专业（理科）;8564
车辆工程（实验班）;9080
园林技术（栽培与管理方向）;7949
材料成型及控制工程专业;3181
应用俄语（经济贸易）;3126
计算机网络技术专业（专科）;5750
治安管理方向;3943
边防指挥;1483
酒店管理;443
证券投资与管理(金融实务);8812
车辆工程专业（机械类）;5771
计算机系统与维护;3106
印刷技术专业;8392
市场营销专业（品牌管理）;6857
机械设计制造及其自动化（汽车工程）;2077
工商管理类（中外）;1253
艺术设计（酒店装潢设计专业）;5614
制药工程（化学与生物制药工程方向）;2014
电气工程及其自动化（电气工程方向）;7861
档案学（信息开发）;475
应用英语（英语教育方向）（文理兼收）;4682
软化工程;6321
日语（师范）;2844
机械工程（机械制造与自动化方向）（教育部卓越工程师教育培养计划）;5292
交通设备信息工程;5432
设施农业技术（国家级示范专业）;3070
康复治疗学;1271
旅游管理（含酒店管理）;1342
公共事业管理学;2579
社会工作（社会管理方向）;5304
农业机械应用技术;3377
营销与策划;675
生物科学专业;2108
计算机应用技术（三年）;5045
安全防范技术;833
音乐策划与管理;8621
食品科学与工程（本科）;7209
园林工程技术（景观设计方向）;3657
报关与国际货运（商检技术方向）;3654
法律事务专业（专科）;5930
美术史;613
文化事业管理专业;8363
建筑环境与能源应用工程专业（土木类）;5749
计算机信息管理（企业资源管理师）;8278
　　旅游管理专业（四年制本科）;9307
运动休闲服务与管理;2338
艺术设计（室内设计方向）;2450
