;2620
经济管理(房地产经营与物业管理);7580
新能源材料及器件;6637
乳品工程;3050
环境艺术设计方向;5457
汽车驾驶维修与保险;6753
数控技术专业（理科）;8589
美术学（师范类）;5351
图形图像制作(数字媒体设计方向);3364
中英文秘书;7537
电子商务(物流信息管理);4189
五年制本科中医学专业;537
微电子材料与器件;1210
东南亚语类双语;8976
语文教育专业（师范、专科）;5948
　　资产评估;5562
飞行器设计与工程;421
广告设计;2357
轮机工程专业;2650
金融学类(中外合作办学)(金融学);3800
水环境监测与保护;3347
金融学（商业银行）;7110
财经与电子商务;5177
医学试验班;2049
视觉传达设计专业;660
制造自动化与测控技术;155
翻译（涉外法商方向）;3516
计算机网络技术（中兴精英班-云计算方向）;3059
工商管理（企业信息化）;1494
刑事执行(省级特色专业);4513
电视制片管理;8676
信息管理与信息系统（卫生事业管理方向）;2068
公共卫生管理（健康管理）;4327
光电信息科学与工程专业（光电传感与检测）;8056
建筑设计技术;1671
计算机科学与技术(计算机网络及应用方向);6207
新世界酒店品牌班1.5+1.5人才培养;6244
油气储运与管理;2433
选矿技术;2804
国际政治（二批）;5372
水产养殖学专业;2656
环境艺术设计（室内装饰艺术设计）;7512
药学（医药营销方向）;4797
现代音乐技术;8613
文秘（新闻与电子速记）;7605
生物科学（食品卫生安全）(本科);7208
艺术设计学（创意产业策划与管理）;6940
外国语言文学（外国军事）;6097
国际文化交流;4369
通信网络与设备专业(通信工程管理方向);3251
计算机软件技术(移动应用开发方向);8738
市场营销（工商管理与国际市场营销方向）;3134
智能手机软件应用技术;1622
图文信息技术;3705
物理学（光电子信息、物理教育，师范）（本;7206
机电一体化技术（数控方向）;6416
汽车电子技术专业;8358
精细化学品生产技术(院级重点建设专业，文理兼招);3098
计算机应用技术专业（软件设计方向）;6518
商务管理（文理兼招）、连锁经营管理（文理兼招）;3093
食品加工技术文;5588
装饰艺术设计（视觉传达方向）;1372
应用生物科学;2867
金融保险（三年制）;1320
计算机应用技术（动漫设计方向）;7647
测绘工程专业（理科）;8570
模具设计与制作;7778
财务管理（ACCA国际会计方向）;3004
艺术设计（服装设计与制作方向）（专科）;615
法律事务（法庭速录）;734
工商企业管理(职业经理人);7731
海洋油气工程;236
会计学（国际会计方向）;4693
工程测量;6497
动漫设计与制作（数码娱乐）;4807
英语（专升本）;5777
物业管理专业（物业经理方向）;4569
市场营销专业（电子商务方向）;6309
管理科学与工程类（中外合作办学）;2974
市场营销（国际市场营销方向）;4429
电子商务（文理兼招）;3089
会计学（学制4年）;2273
环境艺术设计(室外方向);1685
管理科学与工程类（中外）;1559
交通运输专业;2513
警卫学;1486
室内设计技术(室内设计与工程管理);4132
工程造价（工程造价与管理）;5210
工程监理（土木工程方向）;7452
视觉传达;491
计算机科学与技术（数字媒体技术）;7012
动物生产;5790
机电一体化工程（本科）;5054
财政;1777
工商管理类（中澳合作国际商务）;3595
音乐表演（民族器乐方向）;8878
音乐学（音乐表演）;6882
商务秘书;4529
计算机硬件与外设（办公设备销售工程师）;8280
应用化学（材料化学、分析科学方向）;6937
新闻学（本科）;5073
建筑工程管理专业（建筑工程管理方向）;7754
软件工程(本科);4019
通信技术（590301）;5145
少数民族预科班;9195
多媒体设计与制作（招文理生）;4492
高尔夫运动技术与管理;2708
电子信息工程[中美合作];3454
朝鲜语（朝英复语）;7121
文秘（工程造价）;4026
人文科学实验班;140
土木工程（建筑工程方向）（本科·理工类）;8123
数字媒体技术（2015新增）;6888
艺术设计（公共艺术设计方向）;2918
环境工程系;5164
市场营销（机电产品营销方向）;6481
服装表演（空中乘务）;2830
英语（翻译方向）;2442
三年制舞蹈表演专业;7556
音乐商业管理;1041
道路桥梁与渡河工程;1279
计算机应用技术(图象方向);6502
力学基地班;4441
社会学（社会工作与社会行政）;7161
希伯莱语;100
汽车检测与维修技术（汽车电子）专业介绍;7496
产品设计专业（纺织品设计方向）;650
自然保护区建设与管理;3263
会展经济与管理专业;1249
材料化学（功能材料）;3549
建筑工程管理专业;6528
地理信息系统;57
食品质量与安全（本科，理工类）;8146
森林保护与游憩;8937
电子信息工程（自动控制）;4294
英语（国际商务英语、英美文化）专业;500
材料成型与控制工程（3D打印技术方向）;7334
人文地理与城乡规划(物业管理);3917
房地产经营与估计;7989
计算机多媒体技术（游戏动画）;4275
法律新闻;1129
核工程与核技术;156
港口航道与海岸工程;1209
　　现代纺织技术;5529
物流管理（航空与快递方向）;7641
学前教育(专科);5641
物联网应用技术（文理兼招）;3101
国际经济与贸易(专科);6150
生物化学与分子生物学;2468
国际旅游（酒店）管理;3412
计算机辅助设计与制造（全国高等工程专科示范）;5970
英语(幼儿英语教育)(专科起点);1078
会计（涉外会计ACCA方向中澳合作）;5619
食品科学与安全;2655
视觉传达设计（广告设计与制作方向）;4128
中医临床医学;6649
体育教育(师范类)(体育类);4334
工程造价（专）;8477
应用日语;798
生物医学工程;160
应用电子技术（嵌入式系统应用开发）;7625
机械设计制造及其自动化(制造技术);4256
旅游管理（国际旅游）（本科）;7190
服装设计与工程（服装CAD/CAM）;3451
测控技术与仪器(计算机测控技术方向);6976
服装设计与工程（饰品设计）;2548
物流工程;217
预防医学本科;7061
软件技术【3G移动软件开发方向】;4919
物联网工程（对口高职本科·计算机类·理工类）;8152
旅游管理（饭店管理方向）;8842
旅游管理(旅行社管理）;7381
船舶电子电气技术;3677
物流信息技术（信息应用方向）;6803
生物科学类（中外合作办学）;2310
泰语(商务方向);9021
商务英语（二批）;5396
日语（旅业商务日语）;7941
工商管理（工商企业管理方向）;7997
预防医学（预防医学方向）;5237
园林（城市景观与规划设计）;7927
船舶检验;4940
嵌入式技术与应用;7459
信息管理与信息系统(财务会计信息管理方向);5443
游戏软件;1338
保险学;346
公共事业管理（教育管理方向）;5303
法学（经济法方向）;1216
传播学（外向型人才实验班）;6924
模具设计与制造（模具制造技师方向）;4035
土木工程专业（土木类）;5742
会计学（国际财务管理方向）;7870
电子对抗指挥与工程;2903
会展策划与管理专业;8758
金融学（中美合作办学）;4345
兽医医药;4111
电子信息工程（通信工程方向）;3897
视觉传达（三本）;9044
光电信息科学与工程专业（电子信息类）;5747
电气工程与智能控制;3043
外语学院;993
拉筹伯大学;3728
中药（专科）;1597
工商管理（房地产经营管理方向）;7906
电子信息工程（光电技术）;3918
计算机网络技术专业;844
外国语言文学类（中外合作办学）;1274
人力资源管理（专升本）;5774
机电一体化技术（电气方向）;8704
信息安全（保密方向）;9090
装饰工程技术;7784
表演艺术(学前教育方向);8888
应用英语(商务英语);7685
机械工程（创新班）;7860
自动化（辽阳校区）;2494
药物制剂技术;465
环境资源与发展经济学;2330
犯罪学;371
行政管理（海洋管理）;3444
检测技术及应用专业（医疗器械检测技术）;3621
税收学;2612
艺术与传播学院;6867
玩具设计与制造;1791
动画（动画设计方向）;3009
文秘（办公室管理）;7479
美术设计;2180
多媒体设计与制作;1563
机械设计制造及其自动化专业（教育部卓越工程师班）;6960
音乐学（音乐教育）;6885
出版与发行（出版商务）;3628
生物教育（师范）(专科);7198
文秘（涉外方向）（660112）;5127
物流管理（中丹合作办学）;5476
水政水资源管理;7443
航空服务专业（空中乘务）;6685
电信商务;8395
建筑工程技术（专科）;3039
法语（外国语学院）;1204
装饰艺术设计（动漫设计与制作）;7338
伦理学;139
材料成型及控制工程专业（本科）;5955
电子通信工程;7423
旅游管理（专科）;459
金融数学与金融工程专业;7878
工程机械;9108
空中乘务（空乘与民航商务方向）;8804
表演艺术（现代流行音乐方向）;5027
电脑艺术设计（视觉设计师方向）;3284
电子信息科学与技术专业（理科）;8582
会计学（注册会计师方向）专业（本科）;5894
文秘（涉外文秘）;4213
软件测试技术;7460
水土保持;2822
计算机应用技术（计算机控制方向）;8694
临床医学与医学技术类（中外）;3048
道路桥梁与渡河工程（国际班）;9076
会计学（会计信息系统）;8987
中药学（日语强化班）;2584
卫生检验与检疫专业;8029
制冷与冷藏技术(中央空调方向);7403
建筑环境与能源应用工程;252
临床医学专业（定向培养）;8035
计算机科学与技术系;5806
社会体育(原体育);4896
室内设计与技术;6013
播音与主持艺术（英语节目主持方向）;8520
工程造价（注册造价工程师方向）;2509
统计实务;3947
轻化工程(染整工程方向);9112
播音与主持艺术专业（含广播电视编导方向）;2837
　　水利水电工程管理;5566
市场营销（汽车营销方向）;806
冶金技术（轧钢技术方向）;3112
新闻采编专业;986
光伏材料加工与应用;4524
广播电视编导（现代媒体编辑方向）;8517
初等教育（小学教育方向）;8662
行政管理（学制4年）;2257
现代印刷技术;7792
英语(国际贸方向易);5959
新闻采编与制作(媒体策划方向);6438
建筑工程安全管理;6510
营销与策划（服装）;2827
中医学（针灸推拿英语方向）;3492
财务管理(财务主管);3971
计算机及其应用;2092
电梯工程技术;1718
园艺（景观规划与设计，本科，理工类）;8137
旅游管理（涉外方向）;1664
英语（英日双语）;6270
飞行器电子装配技术;8889
英语（法律经贸方向）;8041
家政服务;2687
书法;4391
房地产管理;936
　　建筑电气工程技术;5510
动漫设计与制作(影视动画方向);8223
警察管理;2121
医学检验技术（输血方向）;3745
新闻传播学;82
护理（中美合作）;3637
国际经济与贸易(经济新闻方向);6149
计算机科学与技术（网络工程）;3787
软件工程(.Net方向);5854
物理学（师范类，本科，理工类）;8110
统计学专业（非师范，招收理工类考生）;8970
新闻采编与制作(大众传媒方向);6437
制药工程专业（本科）;5943
商务英语（国际商务英语方向）;7819
石油化工生产技术（国家示范专业，文理兼招）;3076
土壤学;2854
视觉传达艺术设计（商业展示）;7588
数控技术专业介绍;4531
交通运输类（中外）;6673
视觉传达设计（摄影与影视后期制作）;9014
医学影像学（微创医学）;3881
护理类（中外合作办学）;3484
机械设计与制造（工业机器人方向）;7672
汽车检测维修与营销;3686
楼宇智能工程技术;6733
电子信息工程（中外合作办学）;6279
电工电子;6661
中医骨伤学;4814
机械电子工程专业（理科）;8607
人力资源管理（旅游人力资源管理方向）;7920
资源勘查工程专业(固体矿产勘查方向);8911
人力资源管理专业（本科）;5922
电子商务专业介绍;8756
投资与理财（电子理财）;1985
音乐学专业（乐器修缮方向）;5315
黄昆半导体英才班;5262
生物医学工程(医学物理学方向);4457
金融学（国际金融试验班）;6354
英语（旅游英语方向）;2769
审计实务（注册会计师方向）;7970
生物技术;179
工程监理（园林绿化工程监理）;4099
材料化学专业;5761
财务管理（工程财务管理）;2714
社区管理与服务;769
服装表演与设计;8510
数字媒体艺术（影像设计）;6943
市场营销（房地产营销与策划）;7676
应用物理学专业;1525
家用纺织品设计;4005
法律文秘（公共事务）;8819
　　人力资源管理专业（四年制本科）;9308
电子商务（数字展示方向）;6603
应用化学专业(服装安全与评价、纺织化学;647
公共事务管理（650201）;5148
旅行社经营管理;1904
广播电视编导（合作办学）;5887
电子信息工程技术（含国外留学班））;1881
植物科学与技术（学制4年）;2244
思想政治教育（法制教育方向）;8040
　新闻采编与制作(省级特色专业);4516
电子信息工程（水声）;2934
生物教育（师范、理工类）;4859
公共事业管理（医疗服务管理）;8858
计算机网络技术（北大青鸟网络工程师）;3207
经济学类（国际经济与贸易）;2877
给排水工程技术（城市供水与水处理工程方向;7449
环境监测与治理技术（理工类）;4880
艺术设计（服装设计）;2773
畜牧兽医(养禽与禽病防治方向);5469
无线电技术;4148
机械设计与制造专业;1890
数字媒体艺术专业;666
会计（卫生财会）;4176
教育学(师范);3802
软件工程（中外合作）;5695
商务英语（660108）;5109
材料;894
民航安全技术管理;1221
服装设计与工程（服装工程设计方向）;7623
护理(助产);4202
电子信息工程（嵌入式系统）;7013
艺术设计（空间与陈列设计）;8651
房地产经营与管理;1039
生物技术（应用生物化学与食品安全、海洋生物技术与药物开发方向）;6935
广告设计与制作（专科）;5079
新型纺织机电技术(机电技术与贸易);7709
模具设计与制造（模具设计工程师方向）;4036
经济学（创新实验国际班）;6878
物流管理方向;7828
多媒体设计与制作(网页艺术设计、影视多媒体技术);7674
航空旅游服务;3760
行政管理（周恩来政府管理学院）;1173
特殊教育（免费师范）;8000
法学（商法方向）;8845
食品质量与安全监管;3239
工艺美术;184
采矿工程（煤矿电气化方向）;2021
地质工程（含专升本）;5782
生物制药技术文;5598
速递服务与管理专业;5612
商品花卉;2154
酒店管理（洲际英才订单班）;7677
税务（企业会计与税务）;4405
力学;73
涉外旅游（航空乘务方向）;6700
外交学与外事管理;39
中医学(骨伤科学方向、五年制本科);9211
计算机科学与技术（软件工程师方向）;7327
　　报关与国际货运;4533
计算机应用技术(广告媒体设计方向);5662
市场营销（中职升本）;2518
物流管理（涉外方向）;1980
俄语(Русский язык);8075
高分子材料与工程专业（理科）【四川省特色专业】;8569
生物化工工艺;1628
物联网应用技术【智能家居方向】;4928
城市轨道交通车辆;1102
应用电子技术学制两年;5189
运动训练（速度滑冰方向）;3227
测控技术与仪器专业;1505
资源环境科学;295
金融管理与实务（文理兼收）;4866
电子工程;1917
四年制本科假肢矫形工程专业;548
计算机网络技术（医药卫生方向）;5831
计算机科学与技术专业;2112
计算机科学与技术（教育部卓越工程师班）;6959
资源环境与城市管理（生态环境保护）;1988
工业设计（艺术）;4474
航空油料管理和应用;2882
计算机信息管理（中新合作）;4395
绘画专业（油画方向）;670
软件工程(嵌入式培养);3798
建筑工程技术（质检安全方向）;3165
装潢艺术设计（包装印刷工艺）;2716
文秘（涉外会展策划与管理）;7600
旅游管理（旅游电子商务方向）;6573
机械设计与制造(中外合作办学)(机械制造与自动化);4016
通信工程(嵌入式培养);3796
机电设备管理与维护;8236
　　环境艺术设计;5568
烹饪工艺与营养(西餐工艺);4418
英语（涉外旅游）;8338
信息管理与信息系统（SAPERP应用方;2760
通信技术(移动通信方向);8265
护理;840
通信技术（城市轨道交通通信）;7429
电子技术应用专业;8829
计算机科学与技术（监控与嵌入式技术);4444
临床药学专业;2568
机电一体化技术;685
法律实务;1343
视觉传达艺术设计（商业摄影）;4147
通信工程(光纤通信,国防生,限招女生);7098
能源动力系统及自动化;158
体育教育（免费师范）;8003
雕塑专业;672
经济与管理系简介;5030
会计电算化（税务与会计实务）;8809
主持与播音（节目主持、广播电视播音方向）;3196
应用西班牙语;462
畜牧兽医(乳业);4110
煤质分析技术(国家骨干校重点建设专业群专业);2371
艺术设计(服装设计方向);1259
助产专业;4662
日语（语言与文化）;7119
学前教育（师范类）;3177
康复治疗技术专业;5467
经济管理（会展经济服务与管理方向）;7634
物流管理（工程物流方向）;6813
应用心理学专业;2835
装潢设计;7692
车辆工程（汽车服务）;6163
道路桥梁工程技术（高职专科）;8020
汽车技术服务与营销;738
社会体育（高尔夫运动管理）;8776
小学教育专业（英语方向）;4758
政治学类（中外）;7146
会计学（辽阳校区）;2499
英语(经贸英语);591
药学（临床药学）本科;7083
应用电子技术（物联网技术方向）;6556
信息与计算科学（数学科学学院）;1183
历史学（二批）;5366
视觉传达艺术设计（广告与包装设计方向）;7835
化工设备与机械;1630
艺术设计系;5119
英语(应用英语)(专科起点);1077
财务管理（会计学方向）;3021
电子信息技术及仪器;4337
新能源应用技术（风光互补发电方向）（院级重点建设专业）;4587
经济学（证券投资与精算师方向）;6994
审计实务（电算审计师方向）;5010
生物技术（应用方向）;8010
电子科学与技术（电子材料与元器件）;6918
产品造型设计（玩具设计方向）（670102）;5100
动物医学（兽医公共卫生）;9202
会计学（公司金融与财务信息管理）;8993
新闻采编与制作（网络编辑）;706
航空反潜工程;5611
中国语言文学基地班、汉语言文学;8424
连锁经营;4522
西班牙语（西英双语）专业;1298
计算机网络技术(电子商务技术方向);7398
软件工程（大数据技术方向）;8469
机电设备维修与管理(机电方向);6785
公路工程检测技术;8743
环境科学(资源循环利用方向)专业介绍;640
英语(中加合作办学);7888
食品科学与工程（中外合作办学）（啤酒酿造及饮料工艺）;6327
生物科学（生命科学学院）;1193
汽车电子技术专业(省级重点专业);3254
社会体育（赛马经济方向）;6395
教育学（二批）;5360
电子信息工程（达内科技嵌入式）;2977
国际经济贸易专业;1010
工程管理（工程项目管理方向）;3896
交通安全与智能控制;1770
英语（国际货物运输与物流管理）;2606
舞蹈表演（民族民间舞）;1955
影视表演（话剧与影视表演方向）;3195
密码装备工程;6093
纺织品装饰艺术设计(家纺设计方向);4186
通信工程专业（理科）;8553
摄影摄像技术;1419
汉语言文学（公关与文秘）;7943
新闻采编与制作（含拍摄与编辑方向）;1876
国际会计（中美合作）;8986
导游（生态方向）;2151
文秘（文秘及办公自动化方向）　;1835
机电一体化技术(机械制造及自动化);7612
软件工程（合作办学）;5884
计算机科学与技术(师范);3497
园林工程;879
经济学（国际会计方向）;4430
临床医学(病理诊断与技术方向);2059
机械设计制造及其自动化（三本）;9027
舞蹈学专业;2118
艺术设计（服装设计与制作方向）;6386
英  语;2560
音乐表演（民族民间艺术表演方向）;6434
高分子材料应用技术(国家骨干校重点建设专业群专业、院级品牌专业);2383
数学与应用数学(师范);3499
严济慈物理学英才班;5266
旅游管理（体育休闲与健康）;6877
历史学（历史信息系统）;4656
房地产开发与管理;2508
汉语言文学(基地);3807
艺术设计(电脑设计);7713
国际经济与贸易（创新实验国际班）;6876
公共关系（特种秘书方向）;6419
茶文化专业;6537
司法会计;7959
艺术设计（数字媒体艺术方向）;2558
地下工程与隧道工程技术（桥梁与隧道方向）;6451
建筑电气与智能化专业;8929
供热通风与空调工程技术（含楼宇中央空调）;1886
电子信息科学与技术（二批）;5378
历史学(国学);5365
数字媒体艺术（多媒体设计与制作）;7127
产品设计（纺织品艺术设计方向）;3404
各个专业详细信息请访问学院网站www;5551
音乐学（声乐）;8426
卫生信息管理;1983
景观设计;1665
建筑学　;8881
环境设计专业（室内设计方向）;7292
测绘类（中外）;9337
英语（英语方向）;2026
农业经济管理(农资营销方向);1859
公路工程与管理;401
语言传媒学院;995
表演艺术设计;8172
电子信息科学与技术;61
应用统计学（生物统计）本科;7090
园林技术（规划设计方向）;2820
海事管理;1392
信息管理与信息系统(金融信息管理);588
城镇规划;1795
风险管理与保险（专科起点成教本科）教学计划;6759
地质学类;6204
机电设备维修与管理;1345
会计?(注册会计师方向);6484
音乐表演（合唱指挥方向）;5709
生物医学工程（医学信息工程）本科;7069
建筑工程技术（三年制，大专）;4943
信息安全技术（专业）;7795
计算机网络技术/特殊教育（四年制双专科）;4062
工程管理（工程造价管理方向）;2440
动画（游戏）;6366
机械设计与制造（专科）;7244
建筑经济管理（工程会计与审计）;3667
金融学（商业银行方向）;6594
水产养殖;3959
现代教育技术：;7689
历史学与旅游管理双学位;353
雕塑;183
摄影摄像技术(艺术设计传媒大类);6067
工程造价专业（专科）;5918
电子商务(专科);8806
法学(专科起点);1065
陶瓷艺术设计;1867
学前教育（幼儿园管理方向）;1963
信息技术应用与管理;2742
数控技术及应用（三、五年制）;4965
畜牧兽医专业简介;8896
应用统计学专业（非师范，招收理工类考生）;8971
电子商务(运营方向);1819
计算机网络技术专业（电商网络工程与网站建;6522
遥感科学与技术专业（测绘类）;5760
计算机科学与技术专业（软件工程方向）;1996
　　软件技术;5565
工程力学创新班（本硕、本博连读）;6910
建筑工程管理（中外合作办学）;5793
应用电子技术（LED新型电光源）;7714
机电设备安装与维修技术;6650
文秘（涉外商务秘书）;4283
三维动画设计(游戏制作方向);3370
药学（现代制药技术方向）;7359
公共事业管理（体育产业经营与管理）;2603
经济信息管理专业;4601
会计与金融管理;3748
航空航天;431
计算机应用技术(.Net应用方向)（专科;5849
灾害防治工程;2476
旅游管理(会展经济方向);6036
文学院;6873
金融保险（投资理财方向）;3186
酒店管理（涉外酒店方向）;3259
动画（影视后期方向）;8473
材料科学与工程（材料物理）优秀人才培养基地;5245
软件工程（数字新媒体技术）;2938
食品营养与检测(食品质量与安全监管方向);2364
英语（商务英语与管理）;3792
计算机软件（国家技能型紧缺人才培养二年制）;4983
国际商务（国际邮政通信方向）;1737
政治学与行政学（公务员）（本科）;7205
国际经济与贸易（跨境电商方向）;5825
英语（应用翻译方向）;3906
建筑工程技术(中央财政支持重点建设专业、无锡市示范专业、院重点专业、重点专业群核心专业);4138
土木工程（防水材料与工程）;6287
计算机网络技术（ATA）;7637
数学与应用数学（非师范，招收理工类考生）;8957
【社会体育（防卫体育方向）】文理科;4827
自动化（过程控制方向);1928
计算机网络技术（网络工程）;7638
市场营销（中澳合作办学）;4603
建筑材料工程技术（材料试验方向）;3233
雕刻艺术与家具设计（家具设计与室内装饰）;7673
网络经济学;4606
材料工程技术（光伏新能源方向）;6082
园林技术(苗木与花卉方向);3260
国际经济与贸易（商务经纪与代理）;6267
生物制药技术（华佗国药班）;4498
计算机科学与技术专业（中外合作办学）;5758
应用英语;1045
地下水科学与工程;887
工商管理（财务）;7158
工商企业管理（连锁经营）;781
计算机科学与技术（达内嵌入式系统订单培养）;3016
园艺技术（园林艺术与设计方向）;5152
宝石及材料工艺学;889
计算机科学与技术（免费师范）;8005
草业科学（含草坪和药用植物方向，英汉双语授课）（学制4年）;2288
工商管理;37
环境科学与工程类;508
食品质量与安全专业;2653
风景园林（学制4年）;2279
金融学（金融理财）;6367
信息管理与信息系统专业（理科）;8557
机电设备维修技术;4229
电厂化学;1702
农学（生物育种方向）;6258
金融学（福清校区）;4632
工商管理类（中外合作办学）（会计学）;2536
园林技术环境艺术设计;4054
主持与播音（演艺主持与表演）;7509
艺术设计（航空服务方向）;5579
物理应用化学;9089
食品检测及管理;5481
四年制本科中药学专业;544
历史学（文化遗产）;467
软件技术专业（蒙文信息处理方向）;2404
材料成型及控制工程专业（材料类）;5729
建筑学(与湖南大学联合培养班);8482
生物技术（生命科学学院）;1194
计算机网络技术（网站建设维护方向）;8723
自动化（信息技术科学学院）;1138
体育服务与管理（休闲体育与俱乐部管理）;856
汽车服务工程（汽车营销）;1025
盾构施工技术;8737
物联网应用技术(现代物流方向);8178
游戏软件（数字游戏）;8773
文秘与办公自动化;2095
建筑设计技术(哈理工3+2专升本直通车、五年制卓越现场工程师项目);3173
旅游管理专业（酒店管理方向）;7696
软件技术（医药卫生方向）;5833
焊接技术及自动化;687
艺术设计（建筑动画设计）;4024
缅甸语;106
国际商务（报关与国际货运方向）;7750
现代纺织技术(纺织工艺与贸易方向);4179
软件技术（国际班）;7850
中国少数民族语言文学（维吾尔）;9193
旅游英语（专科）;620
动物医学;289
电子商务文;5592
网络工程(网络游戏);7136
数理基础科学;174
自动化(电气控制);4318
通信工程（含专升本）;5785
社會學;9397
公路工程质量监理与检测;9363
烹饪工艺与营养（西餐方向）;2796
旅游英语（涉外导游方向）;7659
服装设计（时装营销与管理）;2706
舞蹈班;7425
法学（社会公共安全管理）;3938
酒店管理（餐饮企业经营管理方向）;6393
公共事业管理（卫生信息管理与信息系统方向;3820
医学检验技术(输血检验方向);6129
会计（会计电算化方向）;7748
光电信息科学与工程（闽台合作项目）;4619
建筑工程信息与资料管理;6507
计算机网络技术【网络工程师方向】;4929
技术科学试验班;3386
多媒体艺术设计与制作（动漫方向）（美术类专科）;8476
审计实务（企业内部审计）;2713
应用电子技术专业（专科、对口）;5910
语文教育（５年制）;2353
市场营销专业（时尚品牌管理方向）;657
行政执行（专科）;7957
旅游管理（体育竞猜管理）;7929
综合艺术系;5219
汽车服务与营销专业;8761
服装工艺技术;2824
民事执行;2897
光电信息科学工程;4377
国际经济与贸易（专）;8543
生物技术（生物制品方向）;9207
化学工程与工艺专业;5736
电子封装技术;2930
物流管理专业;1519
广告设计与制作（文理兼收）（省重点建设专业）;3087
工程物理;157
刑事科学技术;362
物流工程技术（冷链物流方向）;6812
英语（国际商务方向）;6317
高分子材料应用技术(塑料成型与检测方向);4525
商务英语(航运英语);7341
会计学(税务会计方向);3322
交通工程专业（本科）;5916
播音与主持艺术专业（文理兼招）;8577
助产（五年）;9161
戏曲(京剧、河北梆子)表演;1811
英语（师范/非师范）;5306
古建筑工程技术;6508
金融实务与会计―?理财高手的摇篮;7527
英语（科技英语方向）;7910
农业水土工程;2857
焙烤食品加工技术;2797
美术系;5218
中小企业管理;1037
地质学（地震地质方向）;1493
计算机科学与技术（软件设计）;6591
应用法语;796
民航商务;846
英语(科技方向);6984
环境监测与治理技术;1632
仿真科学与技术;6140
综合英语;924
软件工程方向;7832
飞行器质量与可靠性;2939
工业设计(工业艺术设计方向);1211
会计学（注册税务师方向）;7047
幼儿艺术教育;1048
　　法学专业（法检业务方向）（四年制本科）;9297
艺术设计（服装设计方向、艺术设计方向;7914
汉语言文学（文秘）;3846
建筑工程管理(施工项目经理);3990
移动通信技术;882
翻译;334
应用英语（IT方向）;1971
助产（专科）专业;9214
制药工程（药物制剂与营销）(本科);7178
行政管理（外向型人才实验班）;6893
煤化工生产技术;2183
工程造价（专科）;3034
应用英语(旅游英语);7686
保险实务（专科）;5040
艺术设计【动漫设计与制作方向】;4916
人文社会科学院;9379
信息管理与信息系统（SAPERP开发方;2761
文化产业管理（会展策划方向）;8471
土木工程(道路桥梁方向);6346
电气工程及其自动化（应用电子技术方向）;1930
广播电视工程;596
国际经济与贸易专业（含国际经济与贸易双语班）;8411
生物工程（生物技术与制药）;8862
临床医学专业（整形美容方向）;9016
建筑装饰工程技术专业(初中起点5年制);3164
行政管理（行政助理）;4292
环境生态工程;6175
会计学;31
临床兽医学;2864
食品生物技术;1317
工程管理(建筑项目管理与工程监理方向);7004
表演艺术（影视表演方向）;786
数控设备应用与维护【故障诊断与维修方向】;4933
工商管理（中英合作）;3440
环境与安全类（中外）;2194
工程管理（公路工程管理）;9078
化学工程系;8405
音乐表演（钢琴方向）;5297
工商企业管理（市场营销方向）;3278
计算机辅助设计制造;6747
新能源科学与工程专业;2636
财务管理(注册会计师);3205
会计学（会计学方向）;7297
医疗美容技术专业;6135
音乐教育（含舞蹈表演）;8663
产品设计（玩具设计）;6295
艺术设计（动漫艺术方向）;5355
公共政策学;33
图形图像制作（动漫设计方向）;6468
土木工程（装饰工程方向）;5320
生物科学(师范);8092
道路桥梁与渡河渡海工程;6640
体育教育(师范类专科);4842
机电一体化技术（机器人方向）;7722
茶艺;4101
管理科学（金融风险管理）;4782
刑事侦查技术（狱内侦查）;3109
学前教育(专科起点);1072
汽车运用技术(现代汽车技术与管理方向);7391
电气工程及其自动化(电气与电子技术方向);6970
网络工程与管理;3956
飞行器环境与生命保障;429
应用电子技术（汽车方向）;1373
计算机应用技术/商务英语;4053
口腔医学本科;7054
软件技术【软件测试工程师方向】;4922
艺术设计（产品设计）;7142
中英商务管理;1007
经济学（注册会计师）;8304
表演（主持人方向）;2766
油气储运工程专业（理科）【国家级特色专业】;8578
会计学专业（会计电算化方向）;8054
电气自动化技术(校企联合培养);5646
软件技术（微软技术应用方向）;2403
楼宇智能化工程技术(建筑工程造价方向);8185
非织造材料与工程;1241
园林技术（风景园林）;4102
财务管理（管理会计及财务）;8052
药剂;4972
土木工程专业（建筑工程方向）;7252
　　商务英语;4545
国际金融理财;6852
语文教育（师范类）;1965
土建类（中外）;4367
建筑工程技术（钢结构方向）;4222
广告学(网络传播方向);7924
环境科学类（中外合作办学）;2300
工业设计(艺术类);6338
音乐教育（师范类、文理兼收）;4875
计算机科学与技术（通信技术）;7037
　　工商管理（四年制本科）;9328
营养与配餐;1897
计算机科学与技术（信息对抗与管理方向）;5821
计算机系统维护（云平台管理方向）;8166
网络工程;240
土木工程（机场工程）;4245
文化艺术管理;964
国际金融（保险）;3647
药物制剂（生物制药方向）;5700
资源科学与工程;317
财政专业（税务方向）;1691
广播电视网络技术;2167
计算机应用技术（眼视光技术）;9273
日语（福清校区）;4650
语文教育（师范类、文史类）;4884
弹药工程;1918
汽车维修;760
汽车服务工程（本科，理工类）;8139
中西医结合;2999
表演（影视表演）;8533
应用化学（精细化工方向）;8867
预防医学(妇幼卫生方向);4451
音乐表演（钢琴修造与调律）;7507
环境经济;119
设备维修与管理;7781
农产品市场营销;3955
信息系统与信息管理;7106
会计系;7728
药学（医药保险）;3887
制药工程学;2577
